	yuanlai	yuce	shaixuan
藜芦、牛黄。藜芦。苦,辛。牛黄。苦,甘。藜芦。寒。牛黄。凉。藜芦。肝,胃,肺。杀虫牛黄心,肝清热,开窍,清心,解毒。	0	0	0
地锦草、补骨脂。地锦草。辛。补骨脂。辛,苦。地锦草。平。补骨脂。温。地锦草。肝,膀胱,胃,大肠,肺。清热,活血,退黄,解毒,止血补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
伏龙肝、赤石脂。伏龙肝。辛。赤石脂。甘,酸,涩。伏龙肝。温。赤石脂。温。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
白头翁、大戟。白头翁。苦。大戟。苦,辛。白头翁。寒。大戟。寒。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
大蒜、大戟。大蒜。辛。大戟。苦,辛。大蒜。温。大戟。寒。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
白鲜皮、紫草。白鲜皮。咸,苦。紫草。苦。白鲜皮。寒。紫草。寒。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒紫草心活血,解毒,凉血,透疹。	0	0	0
伏龙肝、丝瓜络。伏龙肝。辛。丝瓜络。苦。伏龙肝。温。丝瓜络。凉。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血丝瓜络肝,胃,肺消肿,解毒,通经。	0	0	0
胡黄连、炮姜。胡黄连。苦。炮姜。苦,辛。胡黄连。寒。炮姜。温。胡黄连。肝,胃,大肠。解毒,泻火,清热炮姜肝,脾,胃温经,止泻,止血,温中。	0	0	0
胡桃仁、绿豆。胡桃仁。甘,涩。绿豆。甘。胡桃仁。温。绿豆。寒。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精绿豆心,胃解毒,利水,清热。	0	0	0
黄精、淫羊藿。黄精。甘。淫羊藿。甘,辛。黄精。平。淫羊藿。温。黄精。脾,肺,肾。润肺淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
荷叶、野菊花。荷叶。涩,苦。野菊花。苦,辛。荷叶。平。野菊花。平。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑野菊花肝,肺疏风,清热,解毒,平肝。	0	0	0
竹叶、百部。竹叶。淡,甘。百部。苦,甘。竹叶。寒。百部。微温。竹叶。心,胃,肺。清热,除烦,利尿,生津百部肺灭虱,止咳,润肺,杀虫。	0	0	0
大蒜、麻黄根。大蒜。辛。麻黄根。微苦,甘。大蒜。温。麻黄根。平。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞麻黄根肺止汗。	0	0	0
粳米、竹叶。粳米。甘。竹叶。淡,甘。粳米。平。竹叶。寒。粳米。胃,肺,脾。补气,健脾,除烦,止泻竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
楮实、地锦草。楮实。甘。地锦草。辛。楮实。寒。地锦草。平。楮实。肝,脾,肾。清肝,利水,明目,健脾地锦草肝,膀胱,胃,大肠,肺清热,活血,退黄,解毒,止血。	0	0	0
小蓟、桑寄生。小蓟。甘,微苦。桑寄生。甘,苦。小蓟。凉。桑寄生。平。小蓟。肝,脾。止血,清热,凉血,消肿桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
浮萍、桑寄生。浮萍。辛。桑寄生。甘,苦。浮萍。寒。桑寄生。平。浮萍。肺,膀胱。解表,止痒,利水,清热,解毒,消肿,发汗,透疹桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
麻黄根、熟地黄。麻黄根。微苦,甘。熟地黄。甘。麻黄根。平。熟地黄。温。麻黄根。肺。止汗熟地黄肝,肾补血,填髓,益精。	0	0	0
甘草梢、秦皮。甘草梢。甘。秦皮。苦,涩。甘草梢。寒。秦皮。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
银柴胡、独活。银柴胡。甘。独活。辛,苦。银柴胡。微寒。独活。0。银柴胡。胃,肝。清虚热,除疳热独活膀胱,肾祛风,止痛,散寒。	1	0	1
女贞子、石决明。女贞子。苦,甘。石决明。咸。女贞子。凉。石决明。寒。女贞子。肝,肾。明目,清虚热石决明肝清热,明目,平肝。	0	0	0
小蓟、紫苏子。小蓟。甘,微苦。紫苏子。辛。小蓟。凉。紫苏子。温。小蓟。肝,脾。止血,清热,凉血,消肿紫苏子大肠,肺润肠,平喘,降气。	0	0	0
大蒜、补骨脂。大蒜。辛。补骨脂。辛,苦。大蒜。温。补骨脂。温。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
荷梗、胡黄连。荷梗。苦。胡黄连。苦。荷梗。平。胡黄连。寒。荷梗。脾,膀胱。解暑,清热,理气胡黄连肝,胃,大肠解毒,泻火,清热。	0	0	0
川牛膝、茵陈蒿。川牛膝。甘,微苦。茵陈蒿。微苦,微辛。川牛膝。平。茵陈蒿。微寒。川牛膝。肝,肾。活血,祛风茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
秦皮、益母草。秦皮。苦,涩。益母草。辛,苦。秦皮。寒。益母草。0。秦皮。大肠。清热,明目,清肝,平喘,止咳益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
黄芪、甘草。黄芪：甘、微温。甘草：甘、平。 。黄芪：归肺、脾经。甘草：归脾、胃、肺经。 黄芪：生用：益卫固表，利水消肿，托毒，生肌；炙用：补中益气。甘草：和中缓急，润肺，解毒，调和诸药。 。	0	1	-1
石斛、紫苏子。石斛。甘。紫苏子。辛。石斛。微寒。紫苏子。温。石斛。肾,胃,肺。滋阴,润肺,明目,强腰,生津,清热紫苏子大肠,肺润肠,平喘,降气。	0	0	0
龙胆草、枸杞子。龙胆草。苦。枸杞子。甘。龙胆草。寒。枸杞子。平。龙胆草。肝,胆。定惊,清热枸杞子肝,肺,肾润肺。	0	0	0
紫草、补骨脂。紫草。苦。补骨脂。辛,苦。紫草。寒。补骨脂。温。紫草。心。活血,解毒,凉血,透疹补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
白鲜皮、鹿角胶。白鲜皮。咸,苦。鹿角胶。咸,甘。白鲜皮。寒。鹿角胶。温。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒鹿角胶肝,肾止血,益精,益精血,安胎。	0	0	0
天麻、延胡索。天麻。甘,辛。延胡索。辛,苦。天麻。平。延胡索。温。天麻。心,肝,胆,膀胱,肾,脾。祛风,平肝,止痉,通络延胡索心,肝,脾,肺,胃活血,理气,散瘀,止痛。	0	0	0
全蝎、前胡。全蝎。辛。前胡。辛,苦。全蝎。平。前胡。微寒。全蝎。肝。通络,止痉,散结,止痛,祛风前胡肝,脾,肺降气,化痰。	0	0	0
伏龙肝、百部。伏龙肝。辛。百部。苦,甘。伏龙肝。温。百部。微温。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血百部肺灭虱,止咳,润肺,杀虫。	0	0	0
绿豆、益母草。绿豆。甘。益母草。辛,苦。绿豆。寒。益母草。0。绿豆。心,胃。解毒,利水,清热益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
葱白、小茴香。葱白。辛。小茴香。辛。葱白。温。小茴香。温。葱白。胃,肺。杀虫,通阳,解毒小茴香肝,膀胱,胃和胃,止痛,温肾,行气。	0	0	0
石灰、竹叶。石灰。涩,苦,辛。竹叶。淡,甘。石灰。温。竹叶。寒。石灰。肝。止痒,杀虫,敛疮,止血,解毒竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
伏龙肝、地锦草。伏龙肝。辛。地锦草。辛。伏龙肝。温。地锦草。平。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血地锦草肝,膀胱,胃,大肠,肺清热,活血,退黄,解毒,止血。	0	0	0
莱菔子、熟地黄。莱菔子。甘,辛。熟地黄。甘。莱菔子。平。熟地黄。温。莱菔子。大肠,肺,胃,脾。降气,消食,化痰熟地黄肝,肾补血,填髓,益精。	0	0	0
白附子、茵陈蒿。白附子。辛,甘。茵陈蒿。微苦,微辛。白附子。温。茵陈蒿。微寒。白附子。肝,胃。解毒,通经,祛风茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
马宝、川贝母。马宝。微苦,甘,咸。川贝母。甘。马宝。凉。川贝母。微寒。马宝。心,肝。清热,解毒,化痰川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
分心木、珍珠母。分心木。苦,涩。珍珠母。甘,咸。分心木。平。珍珠母。寒。分心木。肾,脾。止带,止泻,缩尿,止血珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
瞿麦、车前草。瞿麦。苦。车前草。甘。瞿麦。寒。车前草。寒。瞿麦。心,肝,膀胱,小肠。通经,活血车前草肝,膀胱,肾解毒,清热,凉血,利尿。	0	0	0
土贝母、石斛。土贝母。苦。石斛。甘。土贝母。凉。石斛。微寒。土贝母。脾,肺。清热,散结,化痰石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
淡豆豉、丝瓜络。淡豆豉。辛,苦。丝瓜络。苦。淡豆豉。平。丝瓜络。凉。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦丝瓜络肝,胃,肺消肿,解毒,通经。	0	0	0
鹿角胶、薄荷。鹿角胶。咸,甘。薄荷。辛。鹿角胶。温。薄荷。凉。鹿角胶。肝,肾。止血,益精,益精血,安胎薄荷肝,肺利咽,解郁,透疹。	0	0	0
大戟、鹿角胶。大戟。苦,辛。鹿角胶。咸,甘。大戟。寒。鹿角胶。温。大戟。膀胱,脾,肺,肾,肝。散结,消肿,泻水,逐饮鹿角胶肝,肾止血,益精,益精血,安胎。	0	0	0
厚朴花、瞿麦。厚朴花。辛,微苦。瞿麦。苦。厚朴花。温。瞿麦。寒。厚朴花。胃,脾,肺。行气瞿麦心,肝,膀胱,小肠通经,活血。	0	0	0
蟾酥、补骨脂。蟾酥。辛。补骨脂。辛,苦。蟾酥。温。补骨脂。温。蟾酥。心。消肿,解毒,止痛,辟秽补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
茺蔚子、浮萍。茺蔚子。辛,甘。浮萍。辛。茺蔚子。微寒。浮萍。寒。茺蔚子。肝。清肝,明目,活血,调经浮萍肺,膀胱解表,止痒,利水,清热,解毒,消肿,发汗,透疹。	0	0	0
大蒜、沙参。大蒜。辛。沙参。甘,微苦。大蒜。温。沙参。微寒。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞沙参胃,肺生津,清热,化痰,润肺。	0	0	0
土贝母、禹余粮。土贝母。苦。禹余粮。咸。土贝母。凉。禹余粮。平,寒。土贝母。脾,肺。清热,散结,化痰禹余粮大肠,胃,脾涩肠,止带,止血。	0	0	0
胡黄连、佩兰。胡黄连。苦。佩兰。辛。胡黄连。寒。佩兰。平。胡黄连。肝,胃,大肠。解毒,泻火,清热佩兰脾,胃解暑,和中,辟秽。	0	0	0
益母草、侧柏叶。益母草。辛,苦。侧柏叶。涩,苦。益母草。0。侧柏叶。微寒。益母草。心包,肾,肝。利尿,解毒,消肿,调经,清热,活血侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	1	0	1
板蓝根、紫苏子。板蓝根。苦。紫苏子。辛。板蓝根。寒。紫苏子。温。板蓝根。肝,胃。解毒,凉血,清热,利咽紫苏子大肠,肺润肠,平喘,降气。	0	0	0
荷叶、五加皮。荷叶。涩,苦。五加皮。微甘,苦,辛。荷叶。平。五加皮。温。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑五加皮肾,肝祛风,补肝,强筋,活血。	0	0	0
冬葵子、茯苓皮。冬葵子。甘。茯苓皮。甘,淡。冬葵子。寒。茯苓皮。平。冬葵子。肝,大肠,小肠,膀胱,胃,肺。滑肠,通便,下乳,利水,通淋茯苓皮膀胱,肾消肿,利水。	0	0	0
荷叶、车前草。荷叶。涩,苦。车前草。甘。荷叶。平。车前草。寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑车前草肝,膀胱,肾解毒,清热,凉血,利尿。	0	0	0
制半夏、茯苓。半夏：辛、温、有毒。茯苓：甘淡、平。 。半夏：归脾、胃经。茯苓：归心、脾、肺经。 半夏：燥湿化痰，降逆止呕，消痞散结。茯苓：渗湿利水，益脾和胃，宁心安神。 。	0	1	-1
地锦草、天花粉。地锦草。辛。天花粉。微苦,甘。地锦草。平。天花粉。微寒。地锦草。肝,膀胱,胃,大肠,肺。清热,活血,退黄,解毒,止血天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
萆薢、大戟。萆薢。苦。大戟。苦,辛。萆薢。平。大戟。寒。萆薢。肝,胃,膀胱。祛风大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
竹叶、茵陈蒿。竹叶。淡,甘。茵陈蒿。微苦,微辛。竹叶。寒。茵陈蒿。微寒。竹叶。心,胃,肺。清热,除烦,利尿,生津茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
茺蔚子、淫羊藿。茺蔚子。辛,甘。淫羊藿。甘,辛。茺蔚子。微寒。淫羊藿。温。茺蔚子。肝。清肝,明目,活血,调经淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
大蒜、冬瓜子。大蒜。辛。冬瓜子。甘。大蒜。温。冬瓜子。微寒。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
伏龙肝、石灰。伏龙肝。辛。石灰。涩,苦,辛。伏龙肝。温。石灰。温。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血石灰肝止痒,杀虫,敛疮,止血,解毒。	0	0	0
淡豆豉、石斛。淡豆豉。辛,苦。石斛。甘。淡豆豉。平。石斛。微寒。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
白头翁、百部。白头翁。苦。百部。苦,甘。白头翁。寒。百部。微温。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热百部肺灭虱,止咳,润肺,杀虫。	0	0	0
川牛膝、赤石脂。川牛膝。甘,微苦。赤石脂。甘,酸,涩。川牛膝。平。赤石脂。温。川牛膝。肝,肾。活血,祛风赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
茵陈蒿、赤石脂。茵陈蒿。微苦,微辛。赤石脂。甘,酸,涩。茵陈蒿。微寒。赤石脂。温。茵陈蒿。胃,膀胱,脾。退黄,清热赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	1	0	1
附子、茯苓。附子：辛甘、热、有毒。茯苓：甘淡、平。 。附子：归心、脾、胃经。茯苓：归心、脾、肺经。 附子：强心回阳，助阳行水，祛寒止痛。茯苓：渗湿利水，益脾和胃，宁心安神。 。	0	1	-1
骨碎补、荷叶。骨碎补。苦。荷叶。涩,苦。骨碎补。温。荷叶。平。骨碎补。肾,肝。补肾,活血,止痛荷叶心,肝,胆,肺,脾散瘀,止血,清热,解暑。	0	0	0
粳米、太子参。粳米。甘。太子参。微苦,甘。粳米。平。太子参。微寒。粳米。胃,肺,脾。补气,健脾,除烦,止泻太子参肺生津。	0	0	0
太子参、川牛膝。太子参。微苦,甘。川牛膝。甘,微苦。太子参。微寒。川牛膝。平。太子参。肺。生津川牛膝肝,肾活血,祛风。	0	0	0
甜瓜子、桑寄生。甜瓜子。甘。桑寄生。甘,苦。甜瓜子。寒。桑寄生。平。甜瓜子。大肠,肺,胃。清肺,散结,润肠桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
木蝴蝶、百部。木蝴蝶。微苦,甘。百部。苦,甘。木蝴蝶。微寒。百部。微温。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮百部肺灭虱,止咳,润肺,杀虫。	0	0	0
萆薢、禹余粮。萆薢。苦。禹余粮。咸。萆薢。平。禹余粮。平,寒。萆薢。肝,胃,膀胱。祛风禹余粮大肠,胃,脾涩肠,止带,止血。	0	0	0
分心木、枳壳。分心木。苦,涩。枳壳。酸,苦。分心木。平。枳壳。微寒。分心木。肾,脾。止带,止泻,缩尿,止血枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
分心木、胡桃仁。分心木。苦,涩。胡桃仁。甘,涩。分心木。平。胡桃仁。温。分心木。肾,脾。止带,止泻,缩尿,止血胡桃仁肝,肺,肾温肺,润肠,通便,补肾,固精。	0	0	0
羚羊角、白及。羚羊角。咸。白及。苦,甘,涩。羚羊角。寒。白及。寒。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝白及胃,肺消肿,止血,生肌,收敛。	0	0	0
马宝、川牛膝。马宝。微苦,甘,咸。川牛膝。甘,微苦。马宝。凉。川牛膝。平。马宝。心,肝。清热,解毒,化痰川牛膝肝,肾活血,祛风。	0	0	0
紫草、益母草。紫草。苦。益母草。辛,苦。紫草。寒。益母草。0。紫草。心。活血,解毒,凉血,透疹益母草心包,肾,肝利尿,解毒,消肿,调经,清热,活血。	0	0	0
甘草梢、佩兰。甘草梢。甘。佩兰。辛。甘草梢。寒。佩兰。平。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火佩兰脾,胃解暑,和中,辟秽。	0	0	0
大蒜、绿豆。大蒜。辛。绿豆。甘。大蒜。温。绿豆。寒。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞绿豆心,胃解毒,利水,清热。	0	0	0
银柴胡、川贝母。银柴胡。甘。川贝母。甘。银柴胡。微寒。川贝母。微寒。银柴胡。胃,肝。清虚热,除疳热川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	1	0	1
厚朴花、绿豆。厚朴花。辛,微苦。绿豆。甘。厚朴花。温。绿豆。寒。厚朴花。胃,脾,肺。行气绿豆心,胃解毒,利水,清热。	0	0	0
白头翁、女贞子。白头翁。苦。女贞子。苦,甘。白头翁。寒。女贞子。凉。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热女贞子肝,肾明目,清虚热。	0	0	0
荷梗、萹蓄。荷梗。苦。萹蓄。苦。荷梗。平。萹蓄。微寒。荷梗。脾,膀胱。解暑,清热,理气萹蓄大肠,膀胱通淋,止痒,杀虫,利水。	0	0	0
萆薢、茵陈蒿。萆薢。苦。茵陈蒿。微苦,微辛。萆薢。平。茵陈蒿。微寒。萆薢。肝,胃,膀胱。祛风茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
太子参、女贞子。太子参。微苦,甘。女贞子。苦,甘。太子参。微寒。女贞子。凉。太子参。肺。生津女贞子肝,肾明目,清虚热。	0	0	0
甘草梢、绿豆。甘草梢。甘。绿豆。甘。甘草梢。寒。绿豆。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火绿豆心,胃解毒,利水,清热。	0	0	0
马鞭草、茵陈蒿。马鞭草。辛,苦。茵陈蒿。微苦,微辛。马鞭草。微寒。茵陈蒿。微寒。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
淫羊藿、珍珠母。淫羊藿。甘,辛。珍珠母。甘,咸。淫羊藿。温。珍珠母。寒。淫羊藿。肾,肝。补肾,祛风,强筋,除湿珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	1	0	1
白鲜皮、薄荷。白鲜皮。咸,苦。薄荷。辛。白鲜皮。寒。薄荷。凉。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒薄荷肝,肺利咽,解郁,透疹。	0	0	0
罂粟壳、皂荚子。罂粟壳。涩,酸。皂荚子。辛。罂粟壳。寒。皂荚子。温。罂粟壳。大肠,肺,肾。固肾,止痛,敛肺,涩肠皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	1	0	1
瞿麦、珍珠母。瞿麦。苦。珍珠母。甘,咸。瞿麦。寒。珍珠母。寒。瞿麦。心,肝,膀胱,小肠。通经,活血珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
补骨脂、赤石脂。补骨脂。辛,苦。赤石脂。甘,酸,涩。补骨脂。温。赤石脂。温。补骨脂。脾,心包,肾,胃,肺。助阳,温脾,止泻,补肾,平喘,纳气赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
分心木、秦皮。分心木。苦,涩。秦皮。苦,涩。分心木。平。秦皮。寒。分心木。肾,脾。止带,止泻,缩尿,止血秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
甘草梢、野菊花。甘草梢。甘。野菊花。苦,辛。甘草梢。寒。野菊花。平。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火野菊花肝,肺疏风,清热,解毒,平肝。	0	0	0
姜黄、鹿角胶。姜黄。苦,辛。鹿角胶。咸,甘。姜黄。温。鹿角胶。温。姜黄。肝,脾。通经,破血,行气,止痛鹿角胶肝,肾止血,益精,益精血,安胎。	0	0	0
淡豆豉、枳壳。淡豆豉。辛,苦。枳壳。酸,苦。淡豆豉。平。枳壳。微寒。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
大青叶、太子参。大青叶。苦。太子参。微苦,甘。大青叶。寒。太子参。微寒。大青叶。心,肝,胃,脾。清热,凉血,解毒太子参肺生津。	0	0	0
胡桃仁、白附子。胡桃仁。甘,涩。白附子。辛,甘。胡桃仁。温。白附子。温。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精白附子肝,胃解毒,通经,祛风。	0	0	0
羚羊角、石斛。羚羊角。咸。石斛。甘。羚羊角。寒。石斛。微寒。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
白鲜皮、伏龙肝。白鲜皮。咸,苦。伏龙肝。辛。白鲜皮。寒。伏龙肝。温。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒伏龙肝肝,胃,脾温中,止呕,止泻,止血。	0	0	0
瞿麦、枸杞子。瞿麦。苦。枸杞子。甘。瞿麦。寒。枸杞子。平。瞿麦。心,肝,膀胱,小肠。通经,活血枸杞子肝,肺,肾润肺。	0	0	0
大蓟、枳壳。大蓟。微苦,甘。枳壳。酸,苦。大蓟。凉。枳壳。微寒。大蓟。心,肝。止血,消肿,凉血枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
甘草梢、石决明。甘草梢。甘。石决明。咸。甘草梢。寒。石决明。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火石决明肝清热,明目,平肝。	0	0	0
荷梗、川贝母。荷梗。苦。川贝母。甘。荷梗。平。川贝母。微寒。荷梗。脾,膀胱。解暑,清热,理气川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
川牛膝、佩兰。川牛膝。甘,微苦。佩兰。辛。川牛膝。平。佩兰。平。川牛膝。肝,肾。活血,祛风佩兰脾,胃解暑,和中,辟秽。	0	0	0
羚羊角、百部。羚羊角。咸。百部。苦,甘。羚羊角。寒。百部。微温。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝百部肺灭虱,止咳,润肺,杀虫。	0	0	0
皂荚子、冬瓜子。皂荚子。辛。冬瓜子。甘。皂荚子。温。冬瓜子。微寒。皂荚子。大肠,肺。祛风,散热,散结,润肠,通便,化痰冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
绿豆、姜黄。绿豆。甘。姜黄。苦,辛。绿豆。寒。姜黄。温。绿豆。心,胃。解毒,利水,清热姜黄肝,脾通经,破血,行气,止痛。	0	0	0
胡黄连、禹余粮。胡黄连。苦。禹余粮。咸。胡黄连。寒。禹余粮。平,寒。胡黄连。肝,胃,大肠。解毒,泻火,清热禹余粮大肠,胃,脾涩肠,止带,止血。	0	0	0
川牛膝、石斛。川牛膝。甘,微苦。石斛。甘。川牛膝。平。石斛。微寒。川牛膝。肝,肾。活血,祛风石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
蟾酥、冬瓜子。蟾酥。辛。冬瓜子。甘。蟾酥。温。冬瓜子。微寒。蟾酥。心。消肿,解毒,止痛,辟秽冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
枳壳、侧柏叶。枳壳。酸,苦。侧柏叶。涩,苦。枳壳。微寒。侧柏叶。微寒。枳壳。肺,胃,大肠,肝,脾。消积,理气,行滞,宽胸侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
太子参、板蓝根。太子参。微苦,甘。板蓝根。苦。太子参。微寒。板蓝根。寒。太子参。肺。生津板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
桂枝、当归。桂枝：辛、甘、温。当归：甘辛、温。 。桂枝：归心、肺，膀胱经。当归：归心、肝、脾经。 桂枝：发汗解肌，温经通脉。当归：补血和血，调经止痛，润燥滑肠。 。	0	1	-1
百部、石斛。百部。苦,甘。石斛。甘。百部。微温。石斛。微寒。百部。肺。灭虱,止咳,润肺,杀虫石斛肾,胃,肺滋阴,润肺,明目,强腰,生津,清热。	0	0	0
冬瓜子、补骨脂。冬瓜子。甘。补骨脂。辛,苦。冬瓜子。微寒。补骨脂。温。冬瓜子。肺,大肠。清肺,消痈,排脓,化痰补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
蝉蜕、藕节。蝉蜕。咸,甘。藕节。涩,甘。蝉蜕。凉。藕节。平。蝉蜕。肝,肺。退翳,明目,利咽,止痉,祛风,透疹藕节肝,肾,胃止血,散瘀。	0	0	0
荷叶、白头翁。荷叶。涩,苦。白头翁。苦。荷叶。平。白头翁。寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑白头翁胃,大肠凉血,解毒,止痢,杀虫,清热。	0	0	0
白鲜皮、百部。白鲜皮。咸,苦。百部。苦,甘。白鲜皮。寒。百部。微温。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒百部肺灭虱,止咳,润肺,杀虫。	0	0	0
黄精、熟地黄。黄精。甘。熟地黄。甘。黄精。平。熟地黄。温。黄精。脾,肺,肾。润肺熟地黄肝,肾补血,填髓,益精。	0	0	0
小蓟、炮姜。小蓟。甘,微苦。炮姜。苦,辛。小蓟。凉。炮姜。温。小蓟。肝,脾。止血,清热,凉血,消肿炮姜肝,脾,胃温经,止泻,止血,温中。	0	0	0
防风、黄连。防风。辛,甘。黄连。苦。防风。微温。黄连。寒。防风。肝,脾,膀胱,肺。解表,祛风,止痛,止痒黄连心,肝,大肠,胃解毒,清热,泻火。	0	0	0
大蓟、马宝。大蓟。微苦,甘。马宝。微苦,甘,咸。大蓟。凉。马宝。凉。大蓟。心,肝。止血,消肿,凉血马宝心,肝清热,解毒,化痰。	0	0	0
葱白、牛黄。葱白。辛。牛黄。苦,甘。葱白。温。牛黄。凉。葱白。胃,肺。杀虫,通阳,解毒牛黄心,肝清热,开窍,清心,解毒。	0	0	0
葛根、槟榔。葛根：甘、辛、凉。槟榔：苦辛、温。 。葛根：归脾、胃经。槟榔：归脾、胃、大肠经。 葛根：生阳解肌，透疹止泻，除烦止渴。槟榔：杀虫消积，下气通便，利水消肿。 。	0	1	-1
